airport_id,name,city,country,iata_code,icao_code,latitude,longitude,utc_offset,dst,timezone,type,source,elevation_ft,max_runway_length_ft
2439,General Urquiza Airport,Parana,Argentina,PRA,SAAP,-31.7948,-60.4804,-3,N,America/Cordoba,airport,OurAirports,242,6890
2440,Islas Malvinas Airport,Rosario,Argentina,ROS,SAAR,-32.9036,-60.785,-3,N,America/Cordoba,airport,OurAirports,85,9842
2441,Sauce Viejo Airport,Santa Fe,Argentina,SFN,SAAV,-31.7117,-60.8117,-3,N,America/Cordoba,airport,OurAirports,55,7628
2442,Jorge Newbery Airpark,Buenos Aires,Argentina,AEP,SABE,-34.5592,-58.4156,-3,N,America/Buenos_Aires,airport,OurAirports,18,7710
2443,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,COR,SACO,-31.323601,-64.208,-3,N,America/Cordoba,airport,OurAirports,1604,10499
2452,El Plumerillo Airport,Mendoza,Argentina,MDZ,SAME,-32.8316993713,-68.7929000854,-3,N,America/Mendoza,airport,OurAirports,2310,9301
2454,Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,AFA,SAMR,-34.588299,-68.4039,-3,N,America/Mendoza,airport,OurAirports,2470,6923
2455,Catamarca Airport,Catamarca,Argentina,CTC,SANC,-28.5956001282,-65.751701355,-3,N,America/Catamarca,airport,OurAirports,1522,9186
2456,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,Argentina,SDE,SANE,-27.765556335400000,-64.3099975586,-3,N,America/Cordoba,airport,OurAirports,656,7946
2458,Capitan V A Almonacid Airport,La Rioja,Argentina,IRJ,SANL,-29.3815994263,-66.7957992554,-3,N,America/Argentina/La_Rioja,airport,OurAirports,1437,9383
2460,Teniente Benjamin Matienzo Airport,Tucuman,Argentina,TUC,SANT,-26.8409,-65.104897,-3,N,America/Argentina/Tucuman,airport,OurAirports,1493,11483
2461,Domingo Faustino Sarmiento Airport,San Juan,Argentina,UAQ,SANU,-31.571501,-68.418198,-3,N,America/Argentina/San_Juan,airport,OurAirports,1958,8071
2467,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,LUQ,SAOU,-33.2732009888,-66.3563995361,-3,N,America/Argentina/San_Luis,airport,OurAirports,2328,9678
2469,Resistencia International Airport,Resistencia,Argentina,RES,SARE,-27.45,-59.0561,-3,N,America/Cordoba,airport,OurAirports,173,9088
2470,Formosa Airport,Formosa,Argentina,FMA,SARF,-26.2127,-58.2281,-3,N,America/Cordoba,airport,OurAirports,193,5905
2471,Cataratas Del Iguazú International Airport,Iguazu Falls,Argentina,IGR,SARI,-25.737301,-54.4734,-3,N,America/Cordoba,airport,OurAirports,916,10827
2474,Libertador Gral D Jose De San Martin Airport,Posadas,Argentina,PSS,SARP,-27.3858,-55.9707,-3,N,America/Cordoba,airport,OurAirports,430,7388
2476,Martin Miguel De Guemes International Airport,Salta,Argentina,SLA,SASA,-24.856000900300000,-65.4861984253,-3,N,America/Argentina/Salta,airport,OurAirports,4088,9842
2477,Gobernador Horacio Guzman International Airport,Jujuy,Argentina,JUJ,SASJ,-24.392799,-65.097801,-3,N,America/Jujuy,airport,OurAirports,3019,9698
2487,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,CRD,SAVC,-45.7853,-67.4655,-3,N,America/Catamarca,airport,OurAirports,189,9219
2488,Brigadier Antonio Parodi Airport,Esquel,Argentina,EQS,SAVE,-42.908000946,-71.139503479,-3,N,America/Catamarca,airport,OurAirports,2621,7874
2490,Almirante Marco Andres Zar Airport,Trelew,Argentina,REL,SAVT,-43.2105,-65.2703,-3,N,America/Catamarca,airport,OurAirports,141,8399
2491,Gobernador Castello Airport,Viedma,Argentina,VDM,SAVV,-40.8692,-63.0004,-3,N,America/Argentina/Salta,airport,OurAirports,20,8366
2495,Hermes Quijada International Airport,Rio Grande,Argentina,RGA,SAWE,-53.7777,-67.7494,-3,N,America/Argentina/Ushuaia,airport,OurAirports,65,6562
2496,Piloto Civil N. Fernández Airport,Rio Gallegos,Argentina,RGL,SAWG,-51.6089,-69.3126,-3,N,America/Argentina/Rio_Gallegos,airport,OurAirports,61,11644
2497,Malvinas Argentinas Airport,Ushuaia,Argentina,USH,SAWH,-54.8433,-68.2958,-3,N,America/Argentina/Ushuaia,airport,OurAirports,102,9186
2501,Comandante Espora Airport,Bahia Blanca,Argentina,BHI,SAZB,-38.725,-62.1693,-3,N,America/Buenos_Aires,airport,OurAirports,246,8579
2508,Ástor Piazzola International Airport,Mar Del Plata,Argentina,MDQ,SAZM,-37.9342,-57.5733,-3,N,America/Buenos_Aires,airport,OurAirports,72,7218
2509,Presidente Peron Airport,Neuquen,Argentina,NQN,SAZN,-38.949001,-68.155701,-3,N,America/Argentina/Salta,airport,OurAirports,895,8432
2512,Santa Rosa Airport,Santa Rosa,Argentina,RSA,SAZR,-36.588299,-64.275703,-3,N,America/Argentina/Salta,airport,OurAirports,630,7546
2513,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,BRC,SAZS,-41.151199,-71.157501,-3,N,America/Argentina/Salta,airport,OurAirports,2774,7703
2517,Aviador C. Campos Airport,San Martin Des Andes,Argentina,CPC,SAZY,-40.075401,-71.137299,-3,N,America/Argentina/Salta,airport,OurAirports,2569,8205
3988,Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,SAEZ,-34.8222,-58.5358,-3,N,America/Buenos_Aires,airport,OurAirports,67,10827
4061,El Calafate Airport,El Calafate,Argentina,FTE,SAWC,-50.2803,-72.053101,-3,N,America/Argentina/Rio_Gallegos,airport,OurAirports,669,8366
8914,Termas de Río Hondo international Airport,Rio Hondo,Argentina,RHD,SANR,-27.4966,-64.93595,-3,S,America/Cordoba,airport,OurAirports,935,8232
2895,Queen Beatrix International Airport,Oranjestad,Aruba,AUA,TNCA,12.5014,-70.015198,-4,U,America/Aruba,airport,OurAirports,60,9000
3319,Alice Springs Airport,Alice Springs,Australia,ASP,YBAS,-23.806699752807600,133.90199279785200,9.5,N,Australia/Darwin,airport,OurAirports,1789,7999
3320,Brisbane International Airport,Brisbane,Australia,BNE,YBBN,-27.384199142456100,153.11700439453100,10,N,Australia/Brisbane,airport,OurAirports,13,11680
3321,Gold Coast Airport,Coolangatta,Australia,OOL,YBCG,-28.1644001007,153.505004883,10,N,Australia/Brisbane,airport,OurAirports,21,8176
3322,Cairns International Airport,Cairns,Australia,CNS,YBCS,-16.885799408,145.755004883,10,N,Australia/Brisbane,airport,OurAirports,10,10489
3324,Mount Isa Airport,Mount Isa,Australia,ISA,YBMA,-20.663900375400000,139.488998413,10,O,Australia/Brisbane,airport,OurAirports,1121,8399
3325,Sunshine Coast Airport,Maroochydore,Australia,MCY,YBMC,-26.6033,153.091003,10,O,Australia/Brisbane,airport,OurAirports,15,9186
3326,Mackay Airport,Mackay,Australia,MKY,YBMK,-21.171699523900000,149.179992676,10,O,Australia/Brisbane,airport,OurAirports,19,6499
3328,Proserpine Whitsunday Coast Airport,Prosserpine,Australia,PPP,YBPN,-20.4950008392,148.552001953,10,O,Australia/Brisbane,airport,OurAirports,82,6801
3329,Rockhampton Airport,Rockhampton,Australia,ROK,YBRK,-23.3819007874,150.475006104,10,O,Australia/Brisbane,airport,OurAirports,34,8622
3330,Townsville Airport,Townsville,Australia,TSV,YBTL,-19.252500534057600,146.76499938964800,10,N,Australia/Brisbane,airport,OurAirports,18,7999
3332,Avalon Airport,Avalon,Australia,AVV,YMAV,-38.039398,144.468994,10,O,Australia/Hobart,airport,OurAirports,35,10000
3333,Albury Airport,Albury,Australia,ABX,YMAY,-36.06779861450200,146.95799255371100,10,O,Australia/Sydney,airport,OurAirports,539,6234
3336,Hobart International Airport,Hobart,Australia,HBA,YMHB,-42.836101532,147.509994507,10,O,Australia/Melbourne,airport,OurAirports,13,8947
3337,Launceston Airport,Launceston,Australia,LST,YMLT,-41.54529953,147.214004517,10,O,Australia/Melbourne,airport,OurAirports,562,6499
3339,Melbourne International Airport,Melbourne,Australia,MEL,YMML,-37.673302,144.843002,10,O,Australia/Hobart,airport,OurAirports,434,11998
3341,Adelaide International Airport,Adelaide,Australia,ADL,YPAD,-34.945,138.531006,9.5,O,Australia/Adelaide,airport,OurAirports,20,10171
3345,Karratha Airport,Karratha,Australia,KTA,YPKA,-20.712200164800000,116.773002625,8,O,Australia/Perth,airport,OurAirports,29,7480
3346,Kalgoorlie Boulder Airport,Kalgoorlie,Australia,KGI,YPKG,-30.789400100700000,121.461997986,8,O,Australia/Perth,airport,OurAirports,1203,6562
3347,Kununurra Airport,Kununurra,Australia,KNX,YPKU,-15.7781000137,128.707992554,8,O,Australia/Perth,airport,OurAirports,145,6000
3349,Port Hedland International Airport,Port Hedland,Australia,PHE,YPPD,-20.3777999878,118.625999451,8,O,Australia/Perth,airport,OurAirports,33,8202
3351,Perth International Airport,Perth,Australia,PER,YPPH,-31.94029998779300,115.96700286865200,8,N,Australia/Perth,airport,OurAirports,67,11299
3355,Canberra International Airport,Canberra,Australia,CBR,YSCB,-35.30690002441410,149.19500732421900,10,O,Australia/Sydney,airport,OurAirports,1886,10771
3356,Coffs Harbour Airport,Coff's Harbour,Australia,CFS,YSCH,-30.3206005096,153.115997314,10,O,Australia/Sydney,airport,OurAirports,18,6824
3361,Sydney Kingsford Smith International Airport,Sydney,Australia,SYD,YSSY,-33.94609832763670,151.177001953125,10,O,Australia/Sydney,airport,OurAirports,21,12999
3990,Emerald Airport,Emerald,Australia,EMD,YEML,-23.5674991608,148.179000854,10,O,Australia/Brisbane,airport,OurAirports,624,6234
3999,Darwin International Airport,Darwin,Australia,DRW,YPDN,-12.41469955444340,130.8769989013670,9.5,N,Australia/Darwin,airport,OurAirports,103,11004
4010,Ayers Rock Connellan Airport,Uluru,Australia,AYQ,YAYE,-25.1861,130.975998,9.5,N,Australia/Darwin,airport,OurAirports,1626,8527
4218,Bundaberg Airport,Bundaberg,Australia,BDB,YBUD,-24.903900146500000,152.319000244,10,O,Australia/Brisbane,airport,OurAirports,107,6562
4291,Ballina Byron Gateway Airport,Ballina Byron Bay,Australia,BNK,YBNA,-28.8339004517,153.56199646,10,O,Australia/Sydney,airport,OurAirports,7,6234
4319,Broome International Airport,Broome,Australia,BME,YBRM,-17.944700241088900,122.23200225830100,8,O,Australia/Perth,airport,OurAirports,56,7769
4320,Newcastle Airport,Newcastle,Australia,NTL,YWLM,-32.79499816894530,151.83399963378900,10,O,Australia/Sydney,airport,OurAirports,31,10033
6235,Albany Airport,Albany,Australia,ALH,YABA,-34.94329833984380,117.80899810791000,8,O,Australia/Perth,airport,OurAirports,233,5906
6242,Hamilton Island Airport,Hamilton Island,Australia,HTI,YBHM,-20.3581008911,148.95199585,10,O,Australia/Brisbane,airport,OurAirports,15,5591
6255,Cloncurry Airport,Cloncurry,Australia,CNJ,YCCY,-20.668600082400000,140.503997803,10,O,Australia/Brisbane,airport,OurAirports,616,6562
6265,Elcho Island Airport,Elcho Island,Australia,ELC,YELD,-12.019399642900000,135.570999146,9.5,O,Australia/Darwin,airport,OurAirports,101,4724
6266,Esperance Airport,Esperance,Australia,EPR,YESP,-33.684399,121.822998,8,O,Australia/Perth,airport,OurAirports,470,4921
6269,Gladstone Airport,Gladstone,Australia,GLT,YGLA,-23.869699,151.223007,10,O,Australia/Brisbane,airport,OurAirports,64,5364
6270,Groote Eylandt Airport,Groote Eylandt,Australia,GTE,YGTE,-13.975000381500000,136.460006714,9.5,O,Australia/Darwin,airport,OurAirports,53,6237
6295,Milingimbi Airport,Milingimbi,Australia,MGT,YMGB,-12.0944004059,134.893997192,9.5,O,Australia/Darwin,airport,OurAirports,53,4626
6296,Maningrida Airport,Maningrida,Australia,MNG,YMGD,-12.0560998917,134.23399353,9.5,O,Australia/Darwin,airport,OurAirports,123,5020
6297,McArthur River Mine Airport,McArthur River Mine,Australia,MCV,YMHU,-16.4424991608,136.083999634,9.5,O,Australia/Darwin,airport,OurAirports,131,4931
6298,Mildura Airport,Mildura,Australia,MQL,YMIA,-34.229198455800000,142.085998535,10,O,Australia/Hobart,airport,OurAirports,167,6004
6301,Moranbah Airport,Moranbah,Australia,MOV,YMRB,-22.057800293,148.07699585,10,O,Australia/Brisbane,airport,OurAirports,770,5000
6310,Newman Airport,Newman,Australia,ZNE,YNWN,-23.417800903300000,119.803001404,8,O,Australia/Perth,airport,OurAirports,1724,6798
6311,Olympic Dam Airport,Olympic Dam,Australia,OLP,YOLD,-30.485000610400000,136.876998901,9.5,O,Australia/Adelaide,airport,OurAirports,344,6102
6316,Gove Airport,Gove,Australia,GOV,YPGV,-12.269399642900000,136.817993164,9.5,O,Australia/Darwin,airport,OurAirports,192,7244
6320,Port Macquarie Airport,Port Macquarie,Australia,PQQ,YPMQ,-31.4358005524,152.863006592,10,O,Australia/Sydney,airport,OurAirports,12,5203
7577,Ravensthorpe Airport,Ravensthorpe,Australia,RVT,YNRV,-33.7971992493,120.208000183,8,U,Australia/Perth,airport,OurAirports,197,5512
9090,Busselton Regional Airport,Brusselton,Australia,BQB,YBLN,-33.6884231567,115.401596069,8,O,Australia/Perth,airport,OurAirports,55,8071
1609,Graz Airport,Graz,Austria,GRZ,LOWG,46.9911003112793,15.439599990844700,1,E,Europe/Vienna,airport,OurAirports,1115,9842
1610,Innsbruck Airport,Innsbruck,Austria,INN,LOWI,47.260201,11.344,1,E,Europe/Vienna,airport,OurAirports,1907,6562
1611,Linz Hörsching Airport,Linz,Austria,LNZ,LOWL,48.2332,14.1875,1,E,Europe/Vienna,airport,OurAirports,980,9843
1612,Salzburg Airport,Salzburg,Austria,SZG,LOWS,47.793300628700000,13.0043001175,1,E,Europe/Vienna,airport,OurAirports,1411,9022
1613,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.110298156738,16.569700241089,1,E,Europe/Vienna,airport,OurAirports,600,11811
4322,Klagenfurt Airport,Klagenfurt,Austria,KLU,LOWK,46.642502,14.3377,1,E,Europe/Vienna,airport,OurAirports,1472,8924
2057,Bahrain International Airport,Bahrain,Bahrain,BAH,OBBI,26.27079963684080,50.63359832763670,3,U,Asia/Bahrain,airport,OurAirports,6,12979
299,Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,EBAW,51.1893997192,4.46027994156,1,E,Europe/Brussels,airport,OurAirports,39,4954
302,Brussels Airport,Brussels,Belgium,BRU,EBBR,50.901401519800000,4.48443984985,1,E,Europe/Brussels,airport,OurAirports,175,11936
304,Brussels South Charleroi Airport,Charleroi,Belgium,CRL,EBCI,50.459202,4.45382,1,E,Europe/Brussels,airport,OurAirports,614,10023
309,Liège Airport,Liege,Belgium,LGG,EBLG,50.63740158081060,5.443220138549810,1,E,Europe/Brussels,airport,OurAirports,659,12106
310,Ostend-Bruges International Airport,Ostend,Belgium,OST,EBOS,51.198898315400000,2.8622200489,1,E,Europe/Brussels,airport,OurAirports,13,10499
2761,Capitán Aníbal Arab Airport,Cobija,Bolivia,CIJ,SLCO,-11.040399551400000,-68.7829971313,-4,U,America/La_Paz,airport,OurAirports,889,6562
2762,El Alto International Airport,La Paz,Bolivia,LPB,SLLP,-16.5132999420166,-68.19229888916020,-4,U,America/La_Paz,airport,OurAirports,13355,13123
2767,Juana Azurduy De Padilla Airport,Sucre,Bolivia,SRE,SLSU,-19.007099151611300,-65.2886962890625,-4,U,America/La_Paz,airport,OurAirports,10184,11811
2768,Capitan Oriel Lea Plaza Airport,Tarija,Bolivia,TJA,SLTJ,-21.5557003021,-64.7013015747,-4,U,America/La_Paz,airport,OurAirports,6079,10007
2771,Viru Viru International Airport,Santa Cruz,Bolivia,VVI,SLVR,-17.6448,-63.135399,-4,U,America/La_Paz,airport,OurAirports,1224,11483
7313,Uyuni Airport,Uyuni,Bolivia,UYU,SLUY,-20.446300506600000,-66.8483963013,-4,U,America/La_Paz,airport,OurAirports,11136,13123
881,Sir Seretse Khama International Airport,Gaberone,Botswana,GBE,FBSK,-24.555201,25.9182,2,U,Africa/Gaborone,airport,OurAirports,3299,13123
2521,Araraquara Airport,Araracuara,Brazil,AQA,SBAQ,-21.812000274700000,-48.1329994202,-3,S,America/Sao_Paulo,airport,OurAirports,2334,5907
2522,Santa Maria Airport,Aracaju,Brazil,AJU,SBAR,-10.984000206,-37.0703010559,-3,S,America/Fortaleza,airport,OurAirports,139,7218
2524,Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,AFL,SBAT,-9.8663892746,-56.1049995422,-4,S,America/Campo_Grande,airport,OurAirports,948,8202
2525,Araçatuba Airport,Aracatuba,Brazil,ARU,SBAU,-21.1413002014,-50.4247016907,-3,S,America/Sao_Paulo,airport,OurAirports,1361,6955
2526,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,BEL,SBBE,-1.3792500495900000,-48.4762992859,-3,S,America/Belem,airport,OurAirports,54,9186
2528,Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,Brazil,PLU,SBBH,-19.851200103759800,-43.950599670410200,-3,S,America/Sao_Paulo,airport,OurAirports,2589,8333
2531,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,BSB,SBBR,-15.86916732788090,-47.920833587646500,-3,S,America/Sao_Paulo,airport,OurAirports,3497,10827
2533,Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,BVB,SBBV,2.84138894081,-60.6922225952,-4,S,America/Boa_Vista,airport,OurAirports,276,8858
2537,Tancredo Neves International Airport,Belo Horizonte,Brazil,CNF,SBCF,-19.62444305419920,-43.97194290161130,-3,S,America/Sao_Paulo,airport,OurAirports,2721,11811
2538,Campo Grande Airport,Campo Grande,Brazil,CGR,SBCG,-20.468700408900000,-54.6725006104,-4,S,America/Campo_Grande,airport,OurAirports,1833,8530
2539,Serafin Enoss Bertaso Airport,Chapeco,Brazil,XAP,SBCH,-27.134199142456,-52.656600952148,-3,S,America/Sao_Paulo,airport,OurAirports,2154,6758
2541,Diomício Freitas Airport,Criciuma,Brazil,CCM,SBCM,-28.7244434357,-49.4213905334,-3,S,America/Sao_Paulo,airport,OurAirports,92,4882
2543,Bartolomeu Lisandro Airport,Campos,Brazil,CAW,SBCP,-21.698299408,-41.301700592,-3,S,America/Sao_Paulo,airport,OurAirports,59,5066
2544,Corumbá International Airport,Corumba,Brazil,CMG,SBCR,-19.0119438171,-57.6713905334,-4,S,America/Campo_Grande,airport,OurAirports,463,4921
2545,Afonso Pena Airport,Curitiba,Brazil,CWB,SBCT,-25.5284996033,-49.1758003235,-3,S,America/Sao_Paulo,airport,OurAirports,2988,7277
2547,Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,CXJ,SBCX,-29.197099685700000,-51.1875,-3,S,America/Sao_Paulo,airport,OurAirports,2472,5479
2548,Marechal Rondon Airport,Cuiaba,Brazil,CGB,SBCY,-15.6528997421,-56.1166992188,-4,S,America/Campo_Grande,airport,OurAirports,617,7546
2549,Cruzeiro do Sul Airport,Cruzeiro do Sul,Brazil,CZS,SBCZ,-7.59990978241,-72.7695007324,-5,S,America/Rio_Branco,airport,OurAirports,637,7874
2550,Presidente Prudente Airport,President Prudente,Brazil,PPB,SBDN,-22.1751003265,-51.4245986938,-3,S,America/Sao_Paulo,airport,OurAirports,1477,6923
2551,Eduardo Gomes International Airport,Manaus,Brazil,MAO,SBEG,-3.0386099815368700,-60.04970169067380,-4,S,America/Boa_Vista,airport,OurAirports,264,8858
2554,Cataratas International Airport,Foz Do Iguacu,Brazil,IGU,SBFI,-25.600278854370100,-54.48500061035160,-3,S,America/Sao_Paulo,airport,OurAirports,786,8875
2555,Hercílio Luz International Airport,Florianopolis,Brazil,FLN,SBFL,-27.670278549194300,-48.5525016784668,-3,S,America/Sao_Paulo,airport,OurAirports,16,7874
2556,Fernando de Noronha Airport,Fernando Do Noronha,Brazil,FEN,SBFN,-3.85493,-32.423302,-3,S,America/Fortaleza,airport,OurAirports,193,6053
2559,Pinto Martins International Airport,Fortaleza,Brazil,FOR,SBFZ,-3.776279926300050,-38.53260040283200,-3,S,America/Fortaleza,airport,OurAirports,83,9039
2560,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG,SBGL,-22.8099994659,-43.2505569458,-3,S,America/Sao_Paulo,airport,OurAirports,28,13123
2562,Santa Genoveva Airport,Goiania,Brazil,GYN,SBGO,-16.631999969482400,-49.220699310302700,-3,S,America/Sao_Paulo,airport,OurAirports,2450,7500
2564,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,GRU,SBGR,-23.435556411743200,-46.47305679321290,-3,S,America/Sao_Paulo,airport,OurAirports,2461,12139
2566,Altamira Airport,Altamira,Brazil,ATM,SBHT,-3.2539100646973,-52.254001617432,-3,S,America/Belem,airport,OurAirports,368,6572
2568,Itaituba Airport,Itaituba,Brazil,ITB,SBIH,-4.2423400878906,-56.000701904297,-3,S,America/Belem,airport,OurAirports,110,5577
2569,Bahia - Jorge Amado Airport,Ilheus,Brazil,IOS,SBIL,-14.815999984741,-39.033199310303,-3,S,America/Fortaleza,airport,OurAirports,15,5174
2570,Usiminas Airport,Ipatinga,Brazil,IPN,SBIP,-19.470699310303,-42.487598419189,-3,S,America/Sao_Paulo,airport,OurAirports,786,6575
2572,Prefeito Renato Moreira Airport,Imperatriz,Brazil,IMP,SBIZ,-5.53129,-47.459999,-3,S,America/Fortaleza,airport,OurAirports,430,5899
2575,Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,JPA,SBJP,-7.145833015440000,-34.9486122131,-3,S,America/Fortaleza,airport,OurAirports,217,8251
2576,Lauro Carneiro de Loyola Airport,Joinville,Brazil,JOI,SBJV,-26.22450065612790,-48.797401428222700,-3,S,America/Sao_Paulo,airport,OurAirports,15,5381
2577,Presidente João Suassuna Airport,Campina Grande,Brazil,CPV,SBKG,-7.26992,-35.8964,-3,S,America/Fortaleza,airport,OurAirports,1646,5135
2578,Viracopos International Airport,Campinas,Brazil,VCP,SBKP,-23.0074005127,-47.1344985962,-3,S,America/Sao_Paulo,airport,OurAirports,2170,10630
2581,Governador José Richa Airport,Londrina,Brazil,LDB,SBLO,-23.333599090600000,-51.1301002502,-3,S,America/Sao_Paulo,airport,OurAirports,1867,6890
2584,João Correa da Rocha Airport,Maraba,Brazil,MAB,SBMA,-5.36858987808,-49.138000488300000,-3,S,America/Belem,airport,OurAirports,357,6562
2586,Regional de Maringá - Sílvio Nane Junior Airport,Maringa,Brazil,MGF,SBMG,-23.479444503800000,-52.01222229,-3,S,America/Sao_Paulo,airport,OurAirports,1801,7808
2587,Mário Ribeiro Airport,Montes Claros,Brazil,MOC,SBMK,-16.706899642900000,-43.818901062,-3,S,America/Sao_Paulo,airport,OurAirports,2191,6890
2590,Zumbi dos Palmares Airport,Maceio,Brazil,MCZ,SBMO,-9.510809898376470,-35.79169845581060,-3,S,America/Fortaleza,airport,OurAirports,387,8537
2591,Alberto Alcolumbre Airport,Macapa,Brazil,MCP,SBMQ,0.0506640002131,-51.0722007751,-3,S,America/Fortaleza,airport,OurAirports,56,6890
2595,Ministro Victor Konder International Airport,Navegantes,Brazil,NVT,SBNF,-26.879999,-48.651402,-3,S,America/Sao_Paulo,airport,OurAirports,18,5906
2597,Governador Aluízio Alves International Airport,Natal,Brazil,NAT,SBSG,-5.768056,-35.376111,-3,S,America/Fortaleza,airport,OurAirports,273,9843
2599,Salgado Filho Airport,Porto Alegre,Brazil,POA,SBPA,-29.994400024414100,-51.1713981628418,-3,S,America/Sao_Paulo,airport,OurAirports,11,10499
2602,Lauro Kurtz Airport,Passo Fundo,Brazil,PFB,SBPF,-28.243999,-52.326599,-3,S,America/Sao_Paulo,airport,OurAirports,2380,5512
2603,João Simões Lopes Neto International Airport,Pelotas,Brazil,PET,SBPK,-31.718399,-52.327702,-3,S,America/Sao_Paulo,airport,OurAirports,59,6496
2604,Senador Nilo Coelho Airport,Petrolina,Brazil,PNZ,SBPL,-9.362409591674810,-40.56909942626950,-3,S,America/Fortaleza,airport,OurAirports,1263,9055
2607,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Brazil,PVH,SBPV,-8.70928955078125,-63.90230178833010,-4,S,America/Boa_Vista,airport,OurAirports,295,7874
2609,Plácido de Castro Airport,Rio Branco,Brazil,RBR,SBRB,-9.868888854980470,-67.89805603027340,-5,S,America/Rio_Branco,airport,OurAirports,633,7080
2610,Guararapes - Gilberto Freyre International Airport,Recife,Brazil,REC,SBRF,-8.126489639282230,-34.92359924316410,-3,S,America/Fortaleza,airport,OurAirports,33,9865
2612,Santos Dumont Airport,Rio De Janeiro,Brazil,SDU,SBRJ,-22.910499572800000,-43.1631011963,-3,S,America/Sao_Paulo,airport,OurAirports,11,4341
2613,Leite Lopes Airport,Ribeirao Preto,Brazil,RAO,SBRP,-21.136388778686500,-47.776668548584000,-3,S,America/Sao_Paulo,airport,OurAirports,1805,6890
2615,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,SJK,SBSJ,-23.22920036315920,-45.86149978637700,-3,S,America/Sao_Paulo,airport,OurAirports,2120,8780
2616,Marechal Cunha Machado International Airport,Sao Luis,Brazil,SLZ,SBSL,-2.585360050201420,-44.234100341796900,-3,S,America/Fortaleza,airport,OurAirports,178,7828
2618,Congonhas Airport,Sao Paulo,Brazil,CGH,SBSP,-23.626110076904300,-46.65638732910160,-3,S,America/Sao_Paulo,airport,OurAirports,2631,6365
2619,Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,Brazil,SJP,SBSR,-20.816600799600000,-49.40650177,-3,S,America/Sao_Paulo,airport,OurAirports,1784,5381
2621,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,SSA,SBSV,-12.9086112976,-38.3224983215,-3,S,America/Fortaleza,airport,OurAirports,64,9859
2622,Trombetas Airport,Oriximina,Brazil,TMT,SBTB,-1.489599943161,-56.396800994873,-3,S,America/Belem,airport,OurAirports,167,5249
2623,Senador Petrônio Portela Airport,Teresina,Brazil,THE,SBTE,-5.0599398613,-42.8235015869,-3,S,America/Fortaleza,airport,OurAirports,219,7218
2628,Tabatinga Airport,Tabatinga,Brazil,TBT,SBTT,-4.2556700706482,-69.93579864502,-4,S,America/Boa_Vista,airport,OurAirports,263,7054
2629,Tucuruí Airport,Tucurui,Brazil,TUR,SBTU,-3.7860100269318,-49.72029876709,-3,S,America/Belem,airport,OurAirports,830,6562
2631,Paulo Afonso Airport,Paulo Alfonso,Brazil,PAV,SBUF,-9.4008798599243,-38.250598907471,-3,S,America/Fortaleza,airport,OurAirports,883,5906
2633,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,UDI,SBUL,-18.883612,-48.225277,-3,S,America/Sao_Paulo,airport,OurAirports,3094,6398
2635,Mário de Almeida Franco Airport,Uberaba,Brazil,UBA,SBUR,-19.764722824097,-47.966110229492,-3,S,America/Sao_Paulo,airport,OurAirports,2655,5771
2637,Brigadeiro Camarão Airport,Vilhena,Brazil,BVH,SBVH,-12.694399833679,-60.098300933838,-4,S,America/Boa_Vista,airport,OurAirports,2018,8530
2638,Eurico de Aguiar Salles Airport,Vitoria,Brazil,VIX,SBVT,-20.258057,-40.286388,-3,S,America/Sao_Paulo,airport,OurAirports,34,6752
4092,Maestro Wilson Fonseca Airport,Santarem,Brazil,STM,SBSN,-2.4247219562530500,-54.785831451416000,-3,S,America/Belem,airport,OurAirports,198,7874
4209,Porto Seguro Airport,Porto Seguro,Brazil,BPS,SBPS,-16.438601,-39.080898,-3,S,America/Fortaleza,airport,OurAirports,169,6562
4214,Brigadeiro Lysias Rodrigues Airport,Palmas,Brazil,PMW,SBPJ,-10.291500091600000,-48.35699844360000,-3,S,America/Fortaleza,airport,OurAirports,774,8202
